"Observer"	"Subject"	"Type"	"value"	"PrimeType"	"Estimate"	"Task"
"Present"	19	"Black_A"	0.28	"Black"	"A"	"AP"
"Absent"	20	"Black_A"	0.818181818181818	"Black"	"A"	"AP"
"Present"	21	"Black_A"	0.333333333333333	"Black"	"A"	"AP"
"Absent"	22	"Black_A"	0.510204081632653	"Black"	"A"	"AP"
"Present"	23	"Black_A"	0.352941176470588	"Black"	"A"	"AP"
"Absent"	24	"Black_A"	0.285714285714286	"Black"	"A"	"AP"
"Present"	25	"Black_A"	0.454545454545455	"Black"	"A"	"AP"
"Absent"	26	"Black_A"	0.1875	"Black"	"A"	"AP"
"Present"	27	"Black_A"	0.290322580645161	"Black"	"A"	"AP"
"Absent"	28	"Black_A"	0.194444444444444	"Black"	"A"	"AP"
"Present"	29	"Black_A"	0.333333333333333	"Black"	"A"	"AP"
"Absent"	30	"Black_A"	0.483870967741935	"Black"	"A"	"AP"
"Present"	31	"Black_A"	0.596153846153846	"Black"	"A"	"AP"
"Absent"	32	"Black_A"	0.238095238095238	"Black"	"A"	"AP"
"Present"	33	"Black_A"	0.46875	"Black"	"A"	"AP"
"Present"	35	"Black_A"	0.5	"Black"	"A"	"AP"
"Present"	37	"Black_A"	0.740740740740741	"Black"	"A"	"AP"
"Absent"	38	"Black_A"	0.555555555555556	"Black"	"A"	"AP"
"Absent"	40	"Black_A"	0.588235294117647	"Black"	"A"	"AP"
"Present"	41	"Black_A"	0.5	"Black"	"A"	"AP"
"Absent"	42	"Black_A"	0.452380952380952	"Black"	"A"	"AP"
"Present"	43	"Black_A"	0.333333333333333	"Black"	"A"	"AP"
"Absent"	44	"Black_A"	0.555555555555556	"Black"	"A"	"AP"
"Present"	45	"Black_A"	0.48	"Black"	"A"	"AP"
"Absent"	46	"Black_A"	0.272727272727273	"Black"	"A"	"AP"
"Present"	47	"Black_A"	0.285714285714286	"Black"	"A"	"AP"
"Absent"	48	"Black_A"	0.302325581395349	"Black"	"A"	"AP"
"Present"	49	"Black_A"	0.560975609756098	"Black"	"A"	"AP"
"Absent"	50	"Black_A"	0.428571428571429	"Black"	"A"	"AP"
"Present"	51	"Black_A"	0.384615384615385	"Black"	"A"	"AP"
"Absent"	52	"Black_A"	0.5	"Black"	"A"	"AP"
"Absent"	54	"Black_A"	0.666666666666667	"Black"	"A"	"AP"
"Present"	55	"Black_A"	0.567567567567568	"Black"	"A"	"AP"
"Absent"	56	"Black_A"	0.416666666666667	"Black"	"A"	"AP"
"Present"	57	"Black_A"	0.5	"Black"	"A"	"AP"
"Absent"	58	"Black_A"	0.558823529411765	"Black"	"A"	"AP"
"Present"	59	"Black_A"	0.181818181818182	"Black"	"A"	"AP"
"Absent"	60	"Black_A"	0.511627906976744	"Black"	"A"	"AP"
"Present"	61	"Black_A"	0.52	"Black"	"A"	"AP"
"Absent"	62	"Black_A"	0.545454545454545	"Black"	"A"	"AP"
"Present"	63	"Black_A"	0.268292682926829	"Black"	"A"	"AP"
"Present"	65	"Black_A"	0.392857142857143	"Black"	"A"	"AP"
"Absent"	66	"Black_A"	0.45945945945946	"Black"	"A"	"AP"
"Present"	67	"Black_A"	0.451612903225807	"Black"	"A"	"AP"
"Absent"	68	"Black_A"	0.512820512820513	"Black"	"A"	"AP"
"Present"	69	"Black_A"	0.347826086956522	"Black"	"A"	"AP"
"Absent"	70	"Black_A"	0.428571428571429	"Black"	"A"	"AP"
"Present"	71	"Black_A"	0.65	"Black"	"A"	"AP"
"Absent"	72	"Black_A"	0.425	"Black"	"A"	"AP"
"Present"	73	"Black_A"	0.529411764705882	"Black"	"A"	"AP"
"Absent"	74	"Black_A"	0.352941176470588	"Black"	"A"	"AP"
"Present"	75	"Black_A"	0.456521739130435	"Black"	"A"	"AP"
"Absent"	76	"Black_A"	0.28	"Black"	"A"	"AP"
"Present"	77	"Black_A"	0.708333333333333	"Black"	"A"	"AP"
"Absent"	78	"Black_A"	0.375	"Black"	"A"	"AP"
"Present"	79	"Black_A"	0.37037037037037	"Black"	"A"	"AP"
"Absent"	80	"Black_A"	0.705882352941176	"Black"	"A"	"AP"
"Present"	81	"Black_A"	0.375	"Black"	"A"	"AP"
"Absent"	82	"Black_A"	0.36734693877551	"Black"	"A"	"AP"
"Present"	83	"Black_A"	0.310344827586207	"Black"	"A"	"AP"
"Absent"	84	"Black_A"	0.4	"Black"	"A"	"AP"
"Present"	85	"Black_A"	0.44	"Black"	"A"	"AP"
"Absent"	86	"Black_A"	0.487179487179487	"Black"	"A"	"AP"
"Present"	87	"Black_A"	0.0909090909090909	"Black"	"A"	"AP"
"Absent"	88	"Black_A"	0.380952380952381	"Black"	"A"	"AP"
"Present"	89	"Black_A"	0.136363636363636	"Black"	"A"	"AP"
"Absent"	90	"Black_A"	0.341463414634146	"Black"	"A"	"AP"
"Present"	91	"Black_A"	0.365853658536585	"Black"	"A"	"AP"
"Absent"	92	"Black_A"	0.275862068965517	"Black"	"A"	"AP"
"Present"	93	"Black_A"	0.378378378378378	"Black"	"A"	"AP"
"Absent"	94	"Black_A"	0.428571428571429	"Black"	"A"	"AP"
"Present"	95	"Black_A"	0.333333333333333	"Black"	"A"	"AP"
"Absent"	96	"Black_A"	0.555555555555556	"Black"	"A"	"AP"
"Present"	97	"Black_A"	0.733333333333333	"Black"	"A"	"AP"
"Absent"	98	"Black_A"	0.326086956521739	"Black"	"A"	"AP"
"Present"	99	"Black_A"	0.419354838709677	"Black"	"A"	"AP"
"Absent"	100	"Black_A"	0.461538461538462	"Black"	"A"	"AP"
"Present"	101	"Black_A"	0.645161290322581	"Black"	"A"	"AP"
"Present"	1	"White_C"	0.1875	"White"	"C"	"AP"
"Absent"	2	"White_C"	0.0416666666666667	"White"	"C"	"AP"
"Present"	3	"White_C"	0.0625	"White"	"C"	"AP"
"Absent"	4	"White_C"	-0.0625	"White"	"C"	"AP"
"Present"	5	"White_C"	0.4375	"White"	"C"	"AP"
"Absent"	6	"White_C"	0.25	"White"	"C"	"AP"
"Absent"	8	"White_C"	0.125	"White"	"C"	"AP"
"Absent"	10	"White_C"	0.520833333333333	"White"	"C"	"AP"
"Present"	11	"White_C"	0.5625	"White"	"C"	"AP"
"Absent"	12	"White_C"	0.1875	"White"	"C"	"AP"
"Present"	13	"White_C"	0.6875	"White"	"C"	"AP"
"Absent"	14	"White_C"	0.395833333333333	"White"	"C"	"AP"
"Absent"	16	"White_C"	0.8125	"White"	"C"	"AP"
"Present"	17	"White_C"	0.104166666666667	"White"	"C"	"AP"
"Absent"	18	"White_C"	0.166666666666667	"White"	"C"	"AP"
"Present"	19	"White_C"	0.75	"White"	"C"	"AP"
"Absent"	20	"White_C"	0.625	"White"	"C"	"AP"
"Present"	21	"White_C"	0.541666666666667	"White"	"C"	"AP"
"Absent"	22	"White_C"	0.270833333333333	"White"	"C"	"AP"
"Present"	23	"White_C"	0.6875	"White"	"C"	"AP"
"Absent"	24	"White_C"	0.604166666666667	"White"	"C"	"AP"
"Present"	25	"White_C"	0.375	"White"	"C"	"AP"
"Absent"	26	"White_C"	0.75	"White"	"C"	"AP"
"Present"	27	"White_C"	0.333333333333333	"White"	"C"	"AP"
"Absent"	28	"White_C"	0.354166666666667	"White"	"C"	"AP"
"Present"	29	"White_C"	0.229166666666667	"White"	"C"	"AP"
"Absent"	30	"White_C"	0.25	"White"	"C"	"AP"
"Present"	31	"White_C"	0.166666666666667	"White"	"C"	"AP"
"Absent"	32	"White_C"	0.166666666666667	"White"	"C"	"AP"
"Present"	33	"White_C"	0.5	"White"	"C"	"AP"
"Present"	35	"White_C"	0.270833333333333	"White"	"C"	"AP"
"Present"	37	"White_C"	0.395833333333333	"White"	"C"	"AP"
"Absent"	38	"White_C"	0.520833333333333	"White"	"C"	"AP"
"Absent"	40	"White_C"	0.0625	"White"	"C"	"AP"
"Present"	41	"White_C"	0.479166666666667	"White"	"C"	"AP"
"Absent"	42	"White_C"	0.25	"White"	"C"	"AP"
"Present"	43	"White_C"	0.458333333333333	"White"	"C"	"AP"
"Absent"	44	"White_C"	0.541666666666667	"White"	"C"	"AP"
"Present"	45	"White_C"	0.625	"White"	"C"	"AP"
"Absent"	46	"White_C"	0.770833333333333	"White"	"C"	"AP"
"Present"	47	"White_C"	0.375	"White"	"C"	"AP"
"Absent"	48	"White_C"	0.25	"White"	"C"	"AP"
"Present"	49	"White_C"	0.270833333333333	"White"	"C"	"AP"
"Absent"	50	"White_C"	0.375	"White"	"C"	"AP"
"Present"	51	"White_C"	0.583333333333333	"White"	"C"	"AP"
"Absent"	52	"White_C"	0.333333333333333	"White"	"C"	"AP"
"Absent"	54	"White_C"	0.333333333333333	"White"	"C"	"AP"
"Present"	55	"White_C"	0.0625	"White"	"C"	"AP"
"Absent"	56	"White_C"	0.479166666666667	"White"	"C"	"AP"
"Present"	57	"White_C"	0.645833333333333	"White"	"C"	"AP"
"Absent"	58	"White_C"	0.3125	"White"	"C"	"AP"
"Present"	59	"White_C"	0	"White"	"C"	"AP"
"Absent"	60	"White_C"	0.291666666666667	"White"	"C"	"AP"
"Present"	61	"White_C"	0.166666666666667	"White"	"C"	"AP"
"Absent"	62	"White_C"	0.75	"White"	"C"	"AP"
"Present"	63	"White_C"	0.458333333333333	"White"	"C"	"AP"
"Present"	65	"White_C"	0.208333333333333	"White"	"C"	"AP"
"Absent"	66	"White_C"	0.458333333333333	"White"	"C"	"AP"
"Present"	67	"White_C"	0.479166666666667	"White"	"C"	"AP"
"Absent"	68	"White_C"	0.0416666666666666	"White"	"C"	"AP"
"Present"	69	"White_C"	0.354166666666667	"White"	"C"	"AP"
"Absent"	70	"White_C"	0.354166666666667	"White"	"C"	"AP"
"Present"	71	"White_C"	0.479166666666667	"White"	"C"	"AP"
"Absent"	72	"White_C"	0.270833333333333	"White"	"C"	"AP"
"Present"	73	"White_C"	0.479166666666667	"White"	"C"	"AP"
"Absent"	74	"White_C"	0.645833333333333	"White"	"C"	"AP"
"Present"	75	"White_C"	0.0208333333333334	"White"	"C"	"AP"
"Absent"	76	"White_C"	0.625	"White"	"C"	"AP"
"Present"	77	"White_C"	0.479166666666667	"White"	"C"	"AP"
"Absent"	78	"White_C"	0.416666666666667	"White"	"C"	"AP"
"Present"	79	"White_C"	0.458333333333333	"White"	"C"	"AP"
"Absent"	80	"White_C"	0.291666666666667	"White"	"C"	"AP"
"Present"	81	"White_C"	0.583333333333333	"White"	"C"	"AP"
"Absent"	82	"White_C"	-0.104166666666667	"White"	"C"	"AP"
"Present"	83	"White_C"	0.479166666666667	"White"	"C"	"AP"
"Absent"	84	"White_C"	0.229166666666667	"White"	"C"	"AP"
"Present"	85	"White_C"	0.645833333333333	"White"	"C"	"AP"
"Absent"	86	"White_C"	0.416666666666667	"White"	"C"	"AP"
"Present"	87	"White_C"	0.208333333333333	"White"	"C"	"AP"
"Absent"	88	"White_C"	0.166666666666667	"White"	"C"	"AP"
"Present"	89	"White_C"	0.541666666666667	"White"	"C"	"AP"
"Absent"	90	"White_C"	0.291666666666667	"White"	"C"	"AP"
"Present"	91	"White_C"	0.3125	"White"	"C"	"AP"
"Absent"	92	"White_C"	0.541666666666667	"White"	"C"	"AP"
"Present"	93	"White_C"	0.416666666666667	"White"	"C"	"AP"
"Absent"	94	"White_C"	0.458333333333333	"White"	"C"	"AP"
"Present"	95	"White_C"	0.645833333333333	"White"	"C"	"AP"
"Absent"	96	"White_C"	0.416666666666667	"White"	"C"	"AP"
"Present"	97	"White_C"	0.520833333333333	"White"	"C"	"AP"
"Absent"	98	"White_C"	0.125	"White"	"C"	"AP"
"Present"	99	"White_C"	0.520833333333333	"White"	"C"	"AP"
"Absent"	100	"White_C"	0.541666666666667	"White"	"C"	"AP"
"Present"	101	"White_C"	0.395833333333333	"White"	"C"	"AP"
"Present"	1	"White_A"	0.717948717948718	"White"	"A"	"AP"
"Absent"	2	"White_A"	0.565217391304348	"White"	"A"	"AP"
"Present"	3	"White_A"	0.533333333333333	"White"	"A"	"AP"
"Absent"	4	"White_A"	0.352941176470588	"White"	"A"	"AP"
"Present"	5	"White_A"	0.222222222222222	"White"	"A"	"AP"
"Absent"	6	"White_A"	0.444444444444444	"White"	"A"	"AP"
"Absent"	8	"White_A"	0.571428571428571	"White"	"A"	"AP"
"Absent"	10	"White_A"	0.130434782608696	"White"	"A"	"AP"
"Present"	11	"White_A"	0.619047619047619	"White"	"A"	"AP"
"Absent"	12	"White_A"	0.692307692307692	"White"	"A"	"AP"
"Present"	13	"White_A"	0.4	"White"	"A"	"AP"
"Absent"	14	"White_A"	0.482758620689655	"White"	"A"	"AP"
"Absent"	16	"White_A"	0.222222222222222	"White"	"A"	"AP"
"Present"	17	"White_A"	0.418604651162791	"White"	"A"	"AP"
"Absent"	18	"White_A"	0.425	"White"	"A"	"AP"
"Present"	19	"White_A"	0.5	"White"	"A"	"AP"
"Absent"	20	"White_A"	0.833333333333333	"White"	"A"	"AP"
"Present"	21	"White_A"	0.681818181818182	"White"	"A"	"AP"
"Absent"	22	"White_A"	0.657142857142857	"White"	"A"	"AP"
"Present"	23	"White_A"	0.333333333333333	"White"	"A"	"AP"
"Absent"	24	"White_A"	0.315789473684211	"White"	"A"	"AP"
"Present"	25	"White_A"	0.533333333333333	"White"	"A"	"AP"
"Absent"	26	"White_A"	0.166666666666667	"White"	"A"	"AP"
"Present"	27	"White_A"	0.0625	"White"	"A"	"AP"
"Absent"	28	"White_A"	0.387096774193548	"White"	"A"	"AP"
"Present"	29	"White_A"	0.324324324324324	"White"	"A"	"AP"
"Absent"	30	"White_A"	0.611111111111111	"White"	"A"	"AP"
"Present"	31	"White_A"	0.25	"White"	"A"	"AP"
"Absent"	32	"White_A"	0.375	"White"	"A"	"AP"
"Present"	33	"White_A"	0.583333333333333	"White"	"A"	"AP"
"Present"	35	"White_A"	0.457142857142857	"White"	"A"	"AP"
"Present"	37	"White_A"	0.827586206896552	"White"	"A"	"AP"
"Absent"	38	"White_A"	0.130434782608696	"White"	"A"	"AP"
"Absent"	40	"White_A"	0.333333333333333	"White"	"A"	"AP"
"Present"	41	"White_A"	0.24	"White"	"A"	"AP"
"Absent"	42	"White_A"	0.611111111111111	"White"	"A"	"AP"
"Present"	43	"White_A"	0.153846153846154	"White"	"A"	"AP"
"Absent"	44	"White_A"	0.272727272727273	"White"	"A"	"AP"
"Present"	45	"White_A"	0.611111111111111	"White"	"A"	"AP"
"Absent"	46	"White_A"	0.181818181818182	"White"	"A"	"AP"
"Present"	47	"White_A"	0.566666666666667	"White"	"A"	"AP"
"Absent"	48	"White_A"	0.25	"White"	"A"	"AP"
"Present"	49	"White_A"	0.685714285714286	"White"	"A"	"AP"
"Absent"	50	"White_A"	0.366666666666667	"White"	"A"	"AP"
"Present"	51	"White_A"	0.55	"White"	"A"	"AP"
"Absent"	52	"White_A"	0.53125	"White"	"A"	"AP"
"Absent"	54	"White_A"	0.40625	"White"	"A"	"AP"
"Present"	55	"White_A"	0.4	"White"	"A"	"AP"
"Absent"	56	"White_A"	0.4	"White"	"A"	"AP"
"Present"	57	"White_A"	0.470588235294118	"White"	"A"	"AP"
"Absent"	58	"White_A"	0.606060606060606	"White"	"A"	"AP"
"Present"	59	"White_A"	0.3125	"White"	"A"	"AP"
"Absent"	60	"White_A"	0.352941176470588	"White"	"A"	"AP"
"Present"	61	"White_A"	0.425	"White"	"A"	"AP"
"Absent"	62	"White_A"	0.416666666666667	"White"	"A"	"AP"
"Present"	63	"White_A"	0.461538461538462	"White"	"A"	"AP"
"Present"	65	"White_A"	0.263157894736842	"White"	"A"	"AP"
"Absent"	66	"White_A"	0.346153846153846	"White"	"A"	"AP"
"Present"	67	"White_A"	0.48	"White"	"A"	"AP"
"Absent"	68	"White_A"	0.608695652173913	"White"	"A"	"AP"
"Present"	69	"White_A"	0.516129032258065	"White"	"A"	"AP"
"Absent"	70	"White_A"	0.774193548387097	"White"	"A"	"AP"
"Present"	71	"White_A"	0.6	"White"	"A"	"AP"
"Absent"	72	"White_A"	0.514285714285714	"White"	"A"	"AP"
"Present"	73	"White_A"	0.32	"White"	"A"	"AP"
"Absent"	74	"White_A"	0.235294117647059	"White"	"A"	"AP"
"Present"	75	"White_A"	0.574468085106383	"White"	"A"	"AP"
"Absent"	76	"White_A"	0.555555555555556	"White"	"A"	"AP"
"Present"	77	"White_A"	0.08	"White"	"A"	"AP"
"Absent"	78	"White_A"	0.25	"White"	"A"	"AP"
"Present"	79	"White_A"	0.5	"White"	"A"	"AP"
"Absent"	80	"White_A"	0.441176470588235	"White"	"A"	"AP"
"Present"	81	"White_A"	0.2	"White"	"A"	"AP"
"Absent"	82	"White_A"	0.433962264150943	"White"	"A"	"AP"
"Present"	83	"White_A"	0.28	"White"	"A"	"AP"
"Absent"	84	"White_A"	0.486486486486486	"White"	"A"	"AP"
"Present"	85	"White_A"	0.529411764705882	"White"	"A"	"AP"
"Absent"	86	"White_A"	0.392857142857143	"White"	"A"	"AP"
"Present"	87	"White_A"	0.263157894736842	"White"	"A"	"AP"
"Absent"	88	"White_A"	0.25	"White"	"A"	"AP"
"Present"	89	"White_A"	0.318181818181818	"White"	"A"	"AP"
"Absent"	90	"White_A"	0.529411764705882	"White"	"A"	"AP"
"Present"	91	"White_A"	0.606060606060606	"White"	"A"	"AP"
"Absent"	92	"White_A"	0.545454545454545	"White"	"A"	"AP"
"Present"	93	"White_A"	0.75	"White"	"A"	"AP"
"Absent"	94	"White_A"	0.538461538461538	"White"	"A"	"AP"
"Present"	95	"White_A"	0.411764705882353	"White"	"A"	"AP"
"Absent"	96	"White_A"	0.607142857142857	"White"	"A"	"AP"
"Present"	97	"White_A"	0.391304347826087	"White"	"A"	"AP"
"Absent"	98	"White_A"	0.619047619047619	"White"	"A"	"AP"
"Present"	99	"White_A"	0.434782608695652	"White"	"A"	"AP"
"Absent"	100	"White_A"	0.590909090909091	"White"	"A"	"AP"
"Present"	101	"White_A"	0.620689655172414	"White"	"A"	"AP"
"Present"	1	"PDPbiasDiff"	-0.488782051282051	NA	NA	"AP"
"Absent"	2	"PDPbiasDiff"	0.0484189723320159	NA	NA	"AP"
"Present"	3	"PDPbiasDiff"	-0.155555555555556	NA	NA	"AP"
"Absent"	4	"PDPbiasDiff"	0.156492785793563	NA	NA	"AP"
"Present"	5	"PDPbiasDiff"	0.206349206349206	NA	NA	"AP"
"Absent"	6	"PDPbiasDiff"	0	NA	NA	"AP"
"Absent"	8	"PDPbiasDiff"	-0.199335548172757	NA	NA	"AP"
"Absent"	10	"PDPbiasDiff"	0.119565217391304	NA	NA	"AP"
"Present"	11	"PDPbiasDiff"	0.080952380952381	NA	NA	"AP"
"Absent"	12	"PDPbiasDiff"	-0.275641025641026	NA	NA	"AP"
"Present"	13	"PDPbiasDiff"	0.183333333333333	NA	NA	"AP"
"Absent"	14	"PDPbiasDiff"	-0.0494252873563218	NA	NA	"AP"
"Absent"	16	"PDPbiasDiff"	-0.126984126984127	NA	NA	"AP"
"Present"	17	"PDPbiasDiff"	0.0813953488372093	NA	NA	"AP"
"Absent"	18	"PDPbiasDiff"	-0.229878048780488	NA	NA	"AP"
"Present"	19	"PDPbiasDiff"	-0.22	NA	NA	"AP"
"Absent"	20	"PDPbiasDiff"	-0.015151515151515	NA	NA	"AP"
"Present"	21	"PDPbiasDiff"	-0.348484848484848	NA	NA	"AP"
"Absent"	22	"PDPbiasDiff"	-0.146938775510204	NA	NA	"AP"
"Present"	23	"PDPbiasDiff"	0.0196078431372549	NA	NA	"AP"
"Absent"	24	"PDPbiasDiff"	-0.0300751879699249	NA	NA	"AP"
"Present"	25	"PDPbiasDiff"	-0.0787878787878788	NA	NA	"AP"
"Absent"	26	"PDPbiasDiff"	0.0208333333333333	NA	NA	"AP"
"Present"	27	"PDPbiasDiff"	0.227822580645161	NA	NA	"AP"
"Absent"	28	"PDPbiasDiff"	-0.192652329749104	NA	NA	"AP"
"Present"	29	"PDPbiasDiff"	0.00900900900900903	NA	NA	"AP"
"Absent"	30	"PDPbiasDiff"	-0.127240143369176	NA	NA	"AP"
